identifier	date of composition	date of publication	annotator	not Latin? (put checkmark)	notes	URL	langid
detribusphileta00maasgoog		1895				https://archive.org/details//detribusphileta00maasgoog	la
4629228		1838				https://archive.org/details//4629228	la
desermonescript00moragoog						https://archive.org/details//desermonescript00moragoog	la
4770967						https://archive.org/details//4770967	la
4774704		1839				https://archive.org/details//4774704	la
plagiochilasand00lacogoog		1856				https://archive.org/details//plagiochilasand00lacogoog	la
certamenpoeticu00unkngoog		1902				https://archive.org/details//certamenpoeticu00unkngoog	la
MN40304ucmf_5						https://archive.org/details//MN40304ucmf_5	la
MN40301ucmf_2						https://archive.org/details//MN40301ucmf_2	la
4628533						https://archive.org/details//4628533	la
prolusiodecrati00schgoog		1858				https://archive.org/details//prolusiodecrati00schgoog	la
coronaaustriacai00favi		1653				https://archive.org/details//coronaaustriacai00favi	la
cihm_05578		1889				https://archive.org/details//cihm_05578	la
MN40301ucmf_16		1740				https://archive.org/details//MN40301ucmf_16	la
4773734		1863				https://archive.org/details//4773734	la
infvnerefabricii00gili		1591				https://archive.org/details//infvnerefabricii00gili	la
deconsualibuspr00hlgoog						https://archive.org/details//deconsualibuspr00hlgoog	la
quaestionumphil00eichgoog						https://archive.org/details//quaestionumphil00eichgoog	la
dissertatioacad00hoecgoog						https://archive.org/details//dissertatioacad00hoecgoog	la
4774162		1838				https://archive.org/details//4774162	la
4630391		1817				https://archive.org/details//4630391	la
4775074		1845				https://archive.org/details//4775074	la
MN40304ucmf_19		1742				https://archive.org/details//MN40304ucmf_19	la
4768548		1836				https://archive.org/details//4768548	la
descalaeinvasor00heydgoog		1869				https://archive.org/details//descalaeinvasor00heydgoog	la
4630383		1816				https://archive.org/details//4630383	la
dedisromanorumi00wissgoog		1892				https://archive.org/details//dedisromanorumi00wissgoog	la
4626141		1850				https://archive.org/details//4626141	la
4630584		1898				https://archive.org/details//4630584	la
deinterregibusr00bambgoog		1844				https://archive.org/details//deinterregibusr00bambgoog	la
4769639		1838				https://archive.org/details//4769639	la
4629188		1796				https://archive.org/details//4629188	la
4622886		1867				https://archive.org/details//4622886	la
4773728						https://archive.org/details//4773728	la
deechinitiswagri00mell		1718				https://archive.org/details//deechinitiswagri00mell	la
dissertatioanato00kloe		1816				https://archive.org/details//dissertatioanato00kloe	la
4777360		1849				https://archive.org/details//4777360	la
4626731		1828				https://archive.org/details//4626731	la
mtcicerocumfami00oxfogoog		1829				https://archive.org/details//mtcicerocumfami00oxfogoog	la
4769610		1888				https://archive.org/details//4769610	la
mysteriosatypica00frid		1736				https://archive.org/details//mysteriosatypica00frid	la
deasteriarumfabr00konr		1814				https://archive.org/details//deasteriarumfabr00konr	la
descoliorumorig00runcgoog		1876				https://archive.org/details//descoliorumorig00runcgoog	la
quaestionestheog00jorduoft		1885				https://archive.org/details//quaestionestheog00jorduoft	la
analectahymnica04drevuoft		1888-01-01T00:00:00Z				https://archive.org/details//analectahymnica04drevuoft	la
depantheismoqui00rettgoog		1875				https://archive.org/details//depantheismoqui00rettgoog	la
quaestionesaesc00dorngoog		1899				https://archive.org/details//quaestionesaesc00dorngoog	la
demagnorummoral00susegoog		1881				https://archive.org/details//demagnorummoral00susegoog	la
4630405		1850				https://archive.org/details//4630405	la
4769638						https://archive.org/details//4769638	la
pugnaporcorum00porcgoog		1831				https://archive.org/details//pugnaporcorum00porcgoog	la
4768547		1834				https://archive.org/details//4768547	la
4630381		1813				https://archive.org/details//4630381	la
4770486		1859				https://archive.org/details//4770486	la
MN41429ucmf_0						https://archive.org/details//MN41429ucmf_0	la
tractatusdeille00fickgoog		1854				https://archive.org/details//tractatusdeille00fickgoog	la
4768915		1855				https://archive.org/details//4768915	la
heliconboemoherc00henr		1656				https://archive.org/details//heliconboemoherc00henr	la
4773721		1851				https://archive.org/details//4773721	la
4775966		1857				https://archive.org/details//4775966	la
euclidisoperaom12unkngoog		1883				https://archive.org/details//euclidisoperaom12unkngoog	la
4770461		1859				https://archive.org/details//4770461	la
4630598		1866				https://archive.org/details//4630598	la
4627421		1889				https://archive.org/details//4627421	la
demvaleriimessa00schugoog		1886				https://archive.org/details//demvaleriimessa00schugoog	la
4630574		1830				https://archive.org/details//4630574	la
4628537		1841				https://archive.org/details//4628537	la
4626102		1847				https://archive.org/details//4626102	la
MN40300ucmf_17		1782				https://archive.org/details//MN40300ucmf_17	la
opusculafratrean00desa		1663				https://archive.org/details//opusculafratrean00desa	la
specimeninqugur00mollgoog						https://archive.org/details//specimeninqugur00mollgoog	la
parmenidisetemp00apelgoog		1857				https://archive.org/details//parmenidisetemp00apelgoog	la
4628529						https://archive.org/details//4628529	la
4628536		1839				https://archive.org/details//4628536	la
4624108		1868				https://archive.org/details//4624108	la
4773722		1848				https://archive.org/details//4773722	la
dedifficultatibu00czeruoft		1889				https://archive.org/details//dedifficultatibu00czeruoft	la
dealcaeivotosch00moegoog		1920				https://archive.org/details//dealcaeivotosch00moegoog	la
4628535		1839				https://archive.org/details//4628535	la
exercitationumc00leutgoog						https://archive.org/details//exercitationumc00leutgoog	la
4777686		1863				https://archive.org/details//4777686	la
4770485		1868				https://archive.org/details//4770485	la
ethicesstoicaea00schugoog		1868				https://archive.org/details//ethicesstoicaea00schugoog	la
descriptioexequi00hozj		1697				https://archive.org/details//descriptioexequi00hozj	la
4624104						https://archive.org/details//4624104	la
locialiquotdiffi00frituoft		1850				https://archive.org/details//locialiquotdiffi00frituoft	la
4630594		1844				https://archive.org/details//4630594	la
degraviditateex00sommgoog		1856				https://archive.org/details//degraviditateex00sommgoog	la
4629192		1871				https://archive.org/details//4629192	la
deswestmonateri00godlgoog		1867				https://archive.org/details//deswestmonateri00godlgoog	la
amorisdiuiniethu00loch		1628				https://archive.org/details//amorisdiuiniethu00loch	la
4627236		1843				https://archive.org/details//4627236	la
propertiialiquo00eichgoog		1835				https://archive.org/details//propertiialiquo00eichgoog	la
marathoncarmenl00stangoog		1868				https://archive.org/details//marathoncarmenl00stangoog	la
4626794		1859				https://archive.org/details//4626794	la
4627561		1858				https://archive.org/details//4627561	la
4627237		1843				https://archive.org/details//4627237	la
4628531		1832				https://archive.org/details//4628531	la
typusoccasionisi00gall		1603				https://archive.org/details//typusoccasionisi00gall	la
deformaeurbisro00jordgoog		1883				https://archive.org/details//deformaeurbisro00jordgoog	la
quaestionescrit00jordgoog		1886				https://archive.org/details//quaestionescrit00jordgoog	la
4777688		1869				https://archive.org/details//4777688	la
leonardichiensi00hopfgoog		1866				https://archive.org/details//leonardichiensi00hopfgoog	la
denominehomeric00curtgoog		1855				https://archive.org/details//denominehomeric00curtgoog	la
denecyomantiadia00frituoft		1865				https://archive.org/details//denecyomantiadia00frituoft	la
4627517		1841				https://archive.org/details//4627517	la
triumphipompaap00palmgoog		1844				https://archive.org/details//triumphipompaap00palmgoog	la
typvsoccasionisi00davi		1600				https://archive.org/details//typvsoccasionisi00davi	la
cleopatracarmen00burrgoog		1903				https://archive.org/details//cleopatracarmen00burrgoog	la
turrislondinens00conigoog		1847				https://archive.org/details//turrislondinens00conigoog	la
4774163						https://archive.org/details//4774163	la
duodecimspeculad00gall		1610				https://archive.org/details//duodecimspeculad00gall	la
4770951		1827				https://archive.org/details//4770951	la
julianusimperat00pricgoog		1835				https://archive.org/details//julianusimperat00pricgoog	la
dissertatioentom00linn		1775				https://archive.org/details//dissertatioentom00linn	la
depraesentation00hahngoog						https://archive.org/details//depraesentation00hahngoog	la
4774736						https://archive.org/details//4774736	la
depindaricarmini00leutuoft		1862				https://archive.org/details//depindaricarmini00leutuoft	la
4629230		1858				https://archive.org/details//4629230	la
4775967		1867				https://archive.org/details//4775967	la
4628532		1833				https://archive.org/details//4628532	la
4777369		1889				https://archive.org/details//4777369	la
4626134		1841				https://archive.org/details//4626134	la
4628534		1837				https://archive.org/details//4628534	la
4628540		1831				https://archive.org/details//4628540	la
4737994		1771				https://archive.org/details//4737994	la
MN40301ucmf_0		1748				https://archive.org/details//MN40301ucmf_0	la
lectionespseudop00ludwuoft		1892				https://archive.org/details//lectionespseudop00ludwuoft	la
religiousengravi00klau						https://archive.org/details//religiousengravi00klau	la
4628541		1831				https://archive.org/details//4628541	la
admemoriamsolem00kluggoog		1830				https://archive.org/details//admemoriamsolem00kluggoog	la
laudatioinfunere00dall		1769				https://archive.org/details//laudatioinfunere00dall	la
4627424		1870				https://archive.org/details//4627424	la
epistola00dreu		1864				https://archive.org/details//epistola00dreu	la
4627519		1848				https://archive.org/details//4627519	la
4769635		1867				https://archive.org/details//4769635	la
4777687		1860				https://archive.org/details//4777687	la
inhenriciiiigall00meni		1574				https://archive.org/details//inhenriciiiigall00meni	la
nominasystematic00eric						https://archive.org/details//nominasystematic00eric	la
nominasystematic13eric		1840				https://archive.org/details//nominasystematic13eric	la
4769636		1868				https://archive.org/details//4769636	la
4769637		1862				https://archive.org/details//4769637	la
4629253		1869				https://archive.org/details//4629253	la
4769634		1865				https://archive.org/details//4769634	la
desermonecatoni00dietgoog		1870				https://archive.org/details//desermonecatoni00dietgoog	la
virtvtvmvitiorvm00gall						https://archive.org/details//virtvtvmvitiorvm00gall	la
nominasystematic03eric						https://archive.org/details//nominasystematic03eric	la
nominasystematic04eric						https://archive.org/details//nominasystematic04eric	la
nominasystematic15eric		1846				https://archive.org/details//nominasystematic15eric	la
nominasystematic19eric		1846				https://archive.org/details//nominasystematic19eric	la
nominasystematic18eric		1840				https://archive.org/details//nominasystematic18eric	la
diodorisiculibib05diod		1875				https://archive.org/details//diodorisiculibib05diod	se
leoperedigalile01vivigoog		1846				https://archive.org/details//leoperedigalile01vivigoog	it
corneliischreve00schrgoog						https://archive.org/details//corneliischreve00schrgoog	lb
novusthesaurusp00mutzgoog		1779				https://archive.org/details//novusthesaurusp00mutzgoog	lb
actaconiuration00umjegoog		1873				https://archive.org/details//actaconiuration00umjegoog	lb
anthologiagraec00bachgoog		1838				https://archive.org/details//anthologiagraec00bachgoog	se
massindforsolic00smytgoog						https://archive.org/details//massindforsolic00smytgoog	en
repertoriumcomm26reusgoog						https://archive.org/details//repertoriumcomm26reusgoog	lb
floraatlantica02desf		1800				https://archive.org/details//floraatlantica02desf	lb
laviedelamereded00kolb		1710				https://archive.org/details//laviedelamereded00kolb	lb
incunabulamedic00houggoog		1889				https://archive.org/details//incunabulamedic00houggoog	lb
livyselectionsf00longgoog		1908				https://archive.org/details//livyselectionsf00longgoog	en
catenaegraecorum08cramuoft		1844				https://archive.org/details//catenaegraecorum08cramuoft	fo
indexadcaroliluc00fins		1865				https://archive.org/details//indexadcaroliluc00fins	lo
operaquaesupersu22melauoft		1834				https://archive.org/details//operaquaesupersu22melauoft	lb
evripidistragoe01musggoog		1810				https://archive.org/details//evripidistragoe01musggoog	lb
thirteensatires00juvegoog		1869				https://archive.org/details//thirteensatires00juvegoog	en
cihm_14953		1899				https://archive.org/details//cihm_14953	fr
cronicaabbrevia00joangoog		1893				https://archive.org/details//cronicaabbrevia00joangoog	fr
tetragonometria00ludogoog		1690				https://archive.org/details//tetragonometria00ludogoog	sq
ruaeiesocietatej00laru		1680				https://archive.org/details//ruaeiesocietatej00laru	fr
scholiagraecaina00dinduoft		1852				https://archive.org/details//scholiagraecaina00dinduoft	en
herbariummuseife12hels		1889				https://archive.org/details//herbariummuseife12hels	lb
ioannesphilopon00philgoog		1899				https://archive.org/details//ioannesphilopon00philgoog	se
odyssea02homegoog		1825				https://archive.org/details//odyssea02homegoog	se
tliviaburbecond00livygoog		1886				https://archive.org/details//tliviaburbecond00livygoog	lb
laquaestiodeaqua00dantuoft		1907				https://archive.org/details//laquaestiodeaqua00dantuoft	it
viitabulaeraphae00kirk		1722				https://archive.org/details//viitabulaeraphae00kirk	se
aburbeconditalib27livyuoft		1881				https://archive.org/details//aburbeconditalib27livyuoft	de
stabatmaterfors00hensgoog		1894				https://archive.org/details//stabatmaterfors00hensgoog	en
psalteriumsyria00socigoog		1825				https://archive.org/details//psalteriumsyria00socigoog	lb
herodotihalicar01herogoog		1819				https://archive.org/details//herodotihalicar01herogoog	se
anecdotagraeca00bekkgoog		1814				https://archive.org/details//anecdotagraeca00bekkgoog	se
anecdotagraeca03bekkgoog		1814				https://archive.org/details//anecdotagraeca03bekkgoog	se
larisurrezioned00solagoog		1898				https://archive.org/details//larisurrezioned00solagoog	it
hortuscantabrig02donngoog						https://archive.org/details//hortuscantabrig02donngoog	en
apollodoribibli00apolgoog		1854				https://archive.org/details//apollodoribibli00apolgoog	fo
indexthucydideus00esseuoft		1887				https://archive.org/details//indexthucydideus00esseuoft	an
poetaelucanimor00portgoog		1906				https://archive.org/details//poetaelucanimor00portgoog	en
euripidistragoe01euriuoft		1901				https://archive.org/details//euripidistragoe01euriuoft	fo
orationesquaevu00isaegoog						https://archive.org/details//orationesquaevu00isaegoog	se
fonteshistoricil00jeliuoft		1906				https://archive.org/details//fonteshistoricil00jeliuoft	it
indexcommentati00gentgoog		1874				https://archive.org/details//indexcommentati00gentgoog	de
carmina01homegoog		1832				https://archive.org/details//carmina01homegoog	se
hsiodouaskraiou00weisgoog		1871				https://archive.org/details//hsiodouaskraiou00weisgoog	fo
homeriilias00wolfgoog		1900				https://archive.org/details//homeriilias00wolfgoog	en
herodotihistori08herogoog		1839				https://archive.org/details//herodotihistori08herogoog	no
cartulariumabba00abbegoog		1878				https://archive.org/details//cartulariumabba00abbegoog	en
devitaexcellent00nepogoog		1845				https://archive.org/details//devitaexcellent00nepogoog	en
tragoediaeadopt00eurigoog		1828				https://archive.org/details//tragoediaeadopt00eurigoog	se
catalogushymenop04dall		1894				https://archive.org/details//catalogushymenop04dall	de
catalogusbiblio01biblgoog		1806				https://archive.org/details//catalogusbiblio01biblgoog	lb
oriapollinisnili00horap		1574				https://archive.org/details//oriapollinisnili00horap	fr
selectionsfromf01alscgoog		1866				https://archive.org/details//selectionsfromf01alscgoog	en
homeriodysseacu00buttgoog		1827				https://archive.org/details//homeriodysseacu00buttgoog	lb
quaestioneshora00teicgoog		1865				https://archive.org/details//quaestioneshora00teicgoog	lb
evripidistragoe00eurigoog		1857				https://archive.org/details//evripidistragoe00eurigoog	se
apolloniialexan00bekkgoog		1817				https://archive.org/details//apolloniialexan00bekkgoog	lb
devitaexcellent00haywgoog						https://archive.org/details//devitaexcellent00haywgoog	en
firstpartjacobs00brewgoog		1852				https://archive.org/details//firstpartjacobs00brewgoog	en
iconographiabot01unkngoog						https://archive.org/details//iconographiabot01unkngoog	lb
joanniskepleria01unkngoog		1858				https://archive.org/details//joanniskepleria01unkngoog	de
deprologiseurip00asprgoog		1876				https://archive.org/details//deprologiseurip00asprgoog	en
manualecuratoru00freigoog		1898				https://archive.org/details//manualecuratoru00freigoog	de
antiquitatumrom02jacogoog		1888				https://archive.org/details//antiquitatumrom02jacogoog	no
repertoriumcomm24reusgoog		1821				https://archive.org/details//repertoriumcomm24reusgoog	lb
raphaelthreemel00raphgoog		1905				https://archive.org/details//raphaelthreemel00raphgoog	en
litteraequadrime17lain		1894				https://archive.org/details//litteraequadrime17lain	es
diacobichristia00schgoog		1804				https://archive.org/details//diacobichristia00schgoog	de
poetarumlatinor00benegoog		1894				https://archive.org/details//poetarumlatinor00benegoog	en
catalogusbiblio04biblgoog		1806				https://archive.org/details//catalogusbiblio04biblgoog	lb
firstpartjacobs06stodgoog						https://archive.org/details//firstpartjacobs06stodgoog	en
joanamoscomenii00unkngoog						https://archive.org/details//joanamoscomenii00unkngoog	lb
monographiarosar04gand		1892				https://archive.org/details//monographiarosar04gand	lb
graduaticantabri00luaruoft		1884				https://archive.org/details//graduaticantabri00luaruoft	en
dionysihalicarn06diongoog		1905				https://archive.org/details//dionysihalicarn06diongoog	no
ichnographiaembl00disca		1779				https://archive.org/details//ichnographiaembl00disca	de
operaomniaposti03nabegoog		1889				https://archive.org/details//operaomniaposti03nabegoog	fo
adstantangeloru01parkgoog		1899				https://archive.org/details//adstantangeloru01parkgoog	en
actaacademiae02impe		1777				https://archive.org/details//actaacademiae02impe	fr
florilegiumgrae06petegoog		1901				https://archive.org/details//florilegiumgrae06petegoog	fo
adstantangeloru00parkgoog		1899				https://archive.org/details//adstantangeloru00parkgoog	en
cataloguscoleopt02gemm						https://archive.org/details//cataloguscoleopt02gemm	lb
iulianiimperato00juligoog		1875				https://archive.org/details//iulianiimperato00juligoog	no
horanovissimarh01clungoog						https://archive.org/details//horanovissimarh01clungoog	en
operapostumamath02euleuoft		1862				https://archive.org/details//operapostumamath02euleuoft	fr
florilegiumgrae07petegoog		1901				https://archive.org/details//florilegiumgrae07petegoog	en
demosthenisquae01schgoog		1822				https://archive.org/details//demosthenisquae01schgoog	se
tragoediaesuper02eurigoog		1832				https://archive.org/details//tragoediaesuper02eurigoog	qu
catalogushymenop12dall		1894				https://archive.org/details//catalogushymenop12dall	lb
corneliischreve00unkngoog						https://archive.org/details//corneliischreve00unkngoog	lb
litteraequadrime1705lain						https://archive.org/details//litteraequadrime1705lain	es
lucreticariderer01lucruoft		1900				https://archive.org/details//lucreticariderer01lucruoft	en
monumentaspecta03unkngoog		1868				https://archive.org/details//monumentaspecta03unkngoog	it
solpictorcarmen00pagegoog		1871				https://archive.org/details//solpictorcarmen00pagegoog	en
operaomniaposti02nabegoog		1892				https://archive.org/details//operaomniaposti02nabegoog	se
sagaofwaltherofa00learrich		1892				https://archive.org/details//sagaofwaltherofa00learrich	en
diodorisiculibib01diod		1875				https://archive.org/details//diodorisiculibib01diod	se
clavishoratiana00ernegoog		1803				https://archive.org/details//clavishoratiana00ernegoog	de
homeriodyssea00homegoog		1828				https://archive.org/details//homeriodyssea00homegoog	se
tabulthucydidee00dodwgoog						https://archive.org/details//tabulthucydidee00dodwgoog	en
poetaelyricigra00pomtgoog		1885				https://archive.org/details//poetaelyricigra00pomtgoog	qu
catalogusdisser00firgoog		1894				https://archive.org/details//catalogusdisser00firgoog	lb
indexalterlibro00denigoog		1800				https://archive.org/details//indexalterlibro00denigoog	lb
anecdotagraeca05bekkgoog		1821				https://archive.org/details//anecdotagraeca05bekkgoog	qu
carminahomerica00homegoog		1858				https://archive.org/details//carminahomerica00homegoog	fo
afirstlatinread01nuttgoog		1912				https://archive.org/details//afirstlatinread01nuttgoog	en
antiquitatumrom01jacogoog		1888				https://archive.org/details//antiquitatumrom01jacogoog	no
placitaanglonor00bigegoog		1879				https://archive.org/details//placitaanglonor00bigegoog	en
lucernalucensal00kappgoog						https://archive.org/details//lucernalucensal00kappgoog	lb
transitusanimae00perogoog		1907				https://archive.org/details//transitusanimae00perogoog	en
emblematanovadas00frie		1617				https://archive.org/details//emblematanovadas00frie	lb
dictionariumscot01high		1828				https://archive.org/details//dictionariumscot01high	en
historiarumlibr03herogoog		1871				https://archive.org/details//historiarumlibr03herogoog	no
bibliothecaequa00librgoog		1801				https://archive.org/details//bibliothecaequa00librgoog	en
iulianiimperato01juligoog		1875				https://archive.org/details//iulianiimperato01juligoog	no
lateinischehymn03monegoog		1854				https://archive.org/details//lateinischehymn03monegoog	de
novaactaacademia05impe		1783				https://archive.org/details//novaactaacademia05impe	fr
lucianisamosate00dindgoog		1858				https://archive.org/details//lucianisamosate00dindgoog	fo
propubliosestio00cicegoog		1903				https://archive.org/details//propubliosestio00cicegoog	en
epistola24dreu		1869				https://archive.org/details//epistola24dreu	fr
corneliischreve01bowygoog		1799				https://archive.org/details//corneliischreve01bowygoog	lb
regestadiplomat02copegoog		1880				https://archive.org/details//regestadiplomat02copegoog	da
placitaanglonor01bigegoog		1879				https://archive.org/details//placitaanglonor01bigegoog	en
pompeianischewan00diehuoft		1910				https://archive.org/details//pompeianischewan00diehuoft	de
hesiodiquaeferu00hesigoog		1894				https://archive.org/details//hesiodiquaeferu00hesigoog	fo
orationes00demogoog		1907				https://archive.org/details//orationes00demogoog	fo
cjuliicaesarisc02caesgoog		1853				https://archive.org/details//cjuliicaesarisc02caesgoog	en
italafragmented01zieggoog		1876				https://archive.org/details//italafragmented01zieggoog	de
evripidistragoe02eurigoog		1823				https://archive.org/details//evripidistragoe02eurigoog	se
herodotihistori00herogoog		1839				https://archive.org/details//herodotihistori00herogoog	fo
didascaliaaposto00lagauoft		1911				https://archive.org/details//didascaliaaposto00lagauoft	lb
franciscibaconi00kitcgoog		1855				https://archive.org/details//franciscibaconi00kitcgoog	en
firstpartjacobs04drgoog		1870				https://archive.org/details//firstpartjacobs04drgoog	en
colloquialatina00erasgoog		1908				https://archive.org/details//colloquialatina00erasgoog	en
orationes01demogoog		1908				https://archive.org/details//orationes01demogoog	fo
cataloguslibror00martgoog		1738				https://archive.org/details//cataloguslibror00martgoog	fr
historiarumlibri05hero		1789				https://archive.org/details//historiarumlibri05hero	el
vocabvlariumlat00varngoog		1905				https://archive.org/details//vocabvlariumlat00varngoog	en
histoirenaturel02buffgoog		1799				https://archive.org/details//histoirenaturel02buffgoog	fr
carminahomerica03homegoog		1858				https://archive.org/details//carminahomerica03homegoog	fo
historiaeromanae00eutruoft		1829				https://archive.org/details//historiaeromanae00eutruoft	en
herodianihistor00herogoog		1829				https://archive.org/details//herodianihistor00herogoog	se
herodianihistor01herogoog		1829				https://archive.org/details//herodianihistor01herogoog	no
nominasystematic06eric						https://archive.org/details//nominasystematic06eric	lb
inscriptionesgra00kernuoft		1913				https://archive.org/details//inscriptionesgra00kernuoft	de
adsatiramsextam00juvegoog						https://archive.org/details//adsatiramsextam00juvegoog	en
scholiagraecainh05homeuoft		1875				https://archive.org/details//scholiagraecainh05homeuoft	fo
scripturaelingu01gesegoog		1837				https://archive.org/details//scripturaelingu01gesegoog	en
scholiagraecainh04homeuoft		1875				https://archive.org/details//scholiagraecainh04homeuoft	fo
novaactaregiaeso346263kung		1773				https://archive.org/details//novaactaregiaeso346263kung	fr
hortuscollinson00collgoog		1843				https://archive.org/details//hortuscollinson00collgoog	en
carminahomerica01homegoog		1858				https://archive.org/details//carminahomerica01homegoog	fo
molluscaregioni00sarsgoog		1878				https://archive.org/details//molluscaregioni00sarsgoog	en
4737902		1911				https://archive.org/details//4737902	de
evripidistragoe04eurigoog		1871				https://archive.org/details//evripidistragoe04eurigoog	no
homeriodyssea00bekkgoog		1843				https://archive.org/details//homeriodyssea00bekkgoog	se
herodotihalicar00herogoog		1827				https://archive.org/details//herodotihalicar00herogoog	se
euripidisoreste00eurigoog		1821				https://archive.org/details//euripidisoreste00eurigoog	en
missasolennisfo00liszgoog						https://archive.org/details//missasolennisfo00liszgoog	en
novaactaacademia04impe		1783				https://archive.org/details//novaactaacademia04impe	fr
nominasystematic02eric						https://archive.org/details//nominasystematic02eric	fr
cihm_02898		1889				https://archive.org/details//cihm_02898	fr
homeriodysseaca00homegoog		1839				https://archive.org/details//homeriodysseaca00homegoog	fo
tabulaecurialeso00foss		1865				https://archive.org/details//tabulaecurialeso00foss	en
quaestionumdebe01fleigoog		1885				https://archive.org/details//quaestionumdebe01fleigoog	de
dionysihalicarn02diongoog		1888				https://archive.org/details//dionysihalicarn02diongoog	no
diversaeinsectar00hoef		1630				https://archive.org/details//diversaeinsectar00hoef	en
operaomniaunacu01siscgoog		1766				https://archive.org/details//operaomniaunacu01siscgoog	es
jobdramaticpoem02gardgoog		1907				https://archive.org/details//jobdramaticpoem02gardgoog	en
cjuliicaesarisc00zumpgoog		1847				https://archive.org/details//cjuliicaesarisc00zumpgoog	en
registrumpalati00hardgoog		1873				https://archive.org/details//registrumpalati00hardgoog	en
isaeiorationesc00buergoog		1883				https://archive.org/details//isaeiorationesc00buergoog	fo
intervallaverse00denmgoog		1898				https://archive.org/details//intervallaverse00denmgoog	en
dionysihalicarn04diongoog		1891				https://archive.org/details//dionysihalicarn04diongoog	no
orationes00dindgoog		1825				https://archive.org/details//orationes00dindgoog	se
jobdramaticpoem00gardgoog		1907				https://archive.org/details//jobdramaticpoem00gardgoog	en
nominasystematic05eric						https://archive.org/details//nominasystematic05eric	lb
lexsalicatentex03kerngoog		1880				https://archive.org/details//lexsalicatentex03kerngoog	en
historiarvmlibr00herigoog		1821				https://archive.org/details//historiarvmlibr00herigoog	fo
catalogussystem00herdgoog		1886				https://archive.org/details//catalogussystem00herdgoog	de
lucianisamosate04dindgoog		1858				https://archive.org/details//lucianisamosate04dindgoog	fo
booksvvivii00livyuoft		1889				https://archive.org/details//booksvvivii00livyuoft	en
acontemporaryna00wriggoog		1843				https://archive.org/details//acontemporaryna00wriggoog	en
magazinuistorik00blgoog		1845				https://archive.org/details//magazinuistorik00blgoog	ro
sapientiaesymbol00duch		1720				https://archive.org/details//sapientiaesymbol00duch	lb
selections00curtuoft		1894				https://archive.org/details//selections00curtuoft	en
arboretumetfrut11loudgoog		1854				https://archive.org/details//arboretumetfrut11loudgoog	en
magyardiplomacz00mattgoog		1877				https://archive.org/details//magyardiplomacz00mattgoog	it
catalogusvaneena00enge		1804				https://archive.org/details//catalogusvaneena00enge	nl
senariusquivoca00gottgoog		1893				https://archive.org/details//senariusquivoca00gottgoog	de
novaactaacademi01rusgoog		1787				https://archive.org/details//novaactaacademi01rusgoog	fr
bibliografiapol06unkngoog		1870				https://archive.org/details//bibliografiapol06unkngoog	pl
novitestamentig01greegoog		1830				https://archive.org/details//novitestamentig01greegoog	lb
narizenganadoede00ferr		1767				https://archive.org/details//narizenganadoede00ferr	pt
isaeiorationesc01buergoog		1883				https://archive.org/details//isaeiorationesc01buergoog	fo
herodotihistori01herogoog		1875				https://archive.org/details//herodotihistori01herogoog	no
nominasystematic16eric		1840				https://archive.org/details//nominasystematic16eric	lb
horatianaeprior00gaebgoog		1888				https://archive.org/details//horatianaeprior00gaebgoog	de
qcurtiirufidege01zumpgoog		1849				https://archive.org/details//qcurtiirufidege01zumpgoog	en
catenaegraecorum01cramuoft		1844				https://archive.org/details//catenaegraecorum01cramuoft	fo
colloquialatina01erasgoog		1907				https://archive.org/details//colloquialatina01erasgoog	en
regestadiplomati01dansuoft		1847				https://archive.org/details//regestadiplomati01dansuoft	da
dialogilaurenti00socigoog		1880				https://archive.org/details//dialogilaurenti00socigoog	en
nuntiaturberich02deugoog		1892				https://archive.org/details//nuntiaturberich02deugoog	it
arboretumetfrut17loudgoog		1854				https://archive.org/details//arboretumetfrut17loudgoog	en
latinreadereasys00gall		1913				https://archive.org/details//latinreadereasys00gall	en
historieslivybo00chasgoog		1882				https://archive.org/details//historieslivybo00chasgoog	en
novitestamentig00greegoog		1830				https://archive.org/details//novitestamentig00greegoog	lb
diegriechischen04wissgoog		1897				https://archive.org/details//diegriechischen04wissgoog	lb
sbrkapramenprva00kingoog		1886				https://archive.org/details//sbrkapramenprva00kingoog	lb
herodotihistori00dietgoog		1877				https://archive.org/details//herodotihistori00dietgoog	no
hortusbotanicus00torngoog		1887				https://archive.org/details//hortusbotanicus00torngoog	it
operaeusebius02euseuoft						https://archive.org/details//operaeusebius02euseuoft	sl
deaeschyliagame00wundgoog		1857				https://archive.org/details//deaeschyliagame00wundgoog	de
promptoriumparv00cathgoog		1908				https://archive.org/details//promptoriumparv00cathgoog	en
regestadiplomat00danigoog		1847				https://archive.org/details//regestadiplomat00danigoog	da
orationesadopti00demogoog		1844				https://archive.org/details//orationesadopti00demogoog	no
legendsofancient00livyuoft		1890				https://archive.org/details//legendsofancient00livyuoft	en
corneliinepotis00stuagoog		1874				https://archive.org/details//corneliinepotis00stuagoog	en
ioanniscalvinio14calvgoog		1868				https://archive.org/details//ioanniscalvinio14calvgoog	fr
veteristestamen00epipgoog		1880				https://archive.org/details//veteristestamen00epipgoog	lb
bibliothecaaegyp00jolouoft		1861				https://archive.org/details//bibliothecaaegyp00jolouoft	de
pleascrownforco00maitgoog		1884				https://archive.org/details//pleascrownforco00maitgoog	en
chrysostomussup00chrygoog		1896				https://archive.org/details//chrysostomussup00chrygoog	de
