identifier	date of composition	date of publication	annotator	not Latin? (put checkmark)	notes	URL	langid
MN40369ucmf_0		1754				https://archive.org/details//MN40369ucmf_0	la
rerumhungaricar00endlgoog		1849				https://archive.org/details//rerumhungaricar00endlgoog	la
adversariacriti03madvgoog		1873				https://archive.org/details//adversariacriti03madvgoog	la
universiaecampan01laur		1825				https://archive.org/details//universiaecampan01laur	la
pauliadromanosep02frituoft		1836				https://archive.org/details//pauliadromanosep02frituoft	la
claudiigaleniin00tollgoog		1633				https://archive.org/details//claudiigaleniin00tollgoog	la
operaquaereperir05huttuoft						https://archive.org/details//operaquaereperir05huttuoft	la
sanctiambrosiio04petsgoog		1897				https://archive.org/details//sanctiambrosiio04petsgoog	la
historiarumlibr00livygoog		1818				https://archive.org/details//historiarumlibr00livygoog	la
monumentaspecta09unkngoog		1868				https://archive.org/details//monumentaspecta09unkngoog	la
ioanniscalvinii05tholgoog						https://archive.org/details//ioanniscalvinii05tholgoog	la
corpusscriptorum34niebuoft		1828				https://archive.org/details//corpusscriptorum34niebuoft	la
iozachariaeplat00platgoog		1747				https://archive.org/details//iozachariaeplat00platgoog	la
syllogeinscripti03dittuoft		1915				https://archive.org/details//syllogeinscripti03dittuoft	la
jacobirohaultit00legrgoog		1691				https://archive.org/details//jacobirohaultit00legrgoog	la
demosthenisetsc06dupogoog		1828				https://archive.org/details//demosthenisetsc06dupogoog	la
corpusscriptorum27niebuoft		1828				https://archive.org/details//corpusscriptorum27niebuoft	la
historiadiploma00fredgoog		1861				https://archive.org/details//historiadiploma00fredgoog	la
cataloguslibror00holtgoog		1856				https://archive.org/details//cataloguslibror00holtgoog	la
tliviipatavinih35unkngoog						https://archive.org/details//tliviipatavinih35unkngoog	la
cyprianigallipo00hilagoog		1891				https://archive.org/details//cyprianigallipo00hilagoog	la
latinreader01drgoog		1839				https://archive.org/details//latinreader01drgoog	la
librixiieorumqu00buddgoog		1729				https://archive.org/details//librixiieorumqu00buddgoog	la
corpusscriptoru08berlgoog		1834				https://archive.org/details//corpusscriptoru08berlgoog	la
ulrichihuttenie01huttgoog		1859				https://archive.org/details//ulrichihuttenie01huttgoog	la
commentariusina00beelgoog		1864				https://archive.org/details//commentariusina00beelgoog	la
lexsalicaexvari00laspgoog		1833				https://archive.org/details//lexsalicaexvari00laspgoog	la
epitomechronolo02katogoog		1798				https://archive.org/details//epitomechronolo02katogoog	la
iohchristfabrici23fabr		1781				https://archive.org/details//iohchristfabrici23fabr	la
speciesplantaru04linn		1797				https://archive.org/details//speciesplantaru04linn	la
operagraecaetlat03luciuoft		1822				https://archive.org/details//operagraecaetlat03luciuoft	la
nicandricolopho00nicagoog		1816				https://archive.org/details//nicandricolopho00nicagoog	la
prodromvscorpor00loewgoog		1876				https://archive.org/details//prodromvscorpor00loewgoog	la
cataloguscoleopt11gemm						https://archive.org/details//cataloguscoleopt11gemm	la
fridericiludovi00abregoog		1832				https://archive.org/details//fridericiludovi00abregoog	la
caiusjuliuscsar01unkngoog						https://archive.org/details//caiusjuliuscsar01unkngoog	la
speciesinsectoru02fabr		1781				https://archive.org/details//speciesinsectoru02fabr	la
johfridstapferi03stapgoog		1757				https://archive.org/details//johfridstapferi03stapgoog	la
tliviipatavinihi0102livy		1768				https://archive.org/details//tliviipatavinihi0102livy	la
operagraeceetlat06luciuoft		1789				https://archive.org/details//operagraeceetlat06luciuoft	la
quintihoratiifla02horauoft						https://archive.org/details//quintihoratiifla02horauoft	la
analectahymnica43drevuoft		1903-01-01T00:00:00Z				https://archive.org/details//analectahymnica43drevuoft	la
actaacademiae82impe		1777				https://archive.org/details//actaacademiae82impe	la
florabritannica00smitgoog		1804				https://archive.org/details//florabritannica00smitgoog	la
commentariusind00knabgoog		1907				https://archive.org/details//commentariusind00knabgoog	la
commentariijuri00warngoog						https://archive.org/details//commentariijuri00warngoog	la
opervmquaeexsta02binggoog		1751				https://archive.org/details//opervmquaeexsta02binggoog	la
corpusscriptoru13wiengoog		1866				https://archive.org/details//corpusscriptoru13wiengoog	la
tliviipatavinih06rupegoog		1828				https://archive.org/details//tliviipatavinih06rupegoog	la
memorialschurch03fowlgoog		1888				https://archive.org/details//memorialschurch03fowlgoog	la
joannisgenesiis01sepgoog		1780				https://archive.org/details//joannisgenesiis01sepgoog	la
ioanneslydus00lydugoog		1837				https://archive.org/details//ioanneslydus00lydugoog	la
monumentahistor09laszgoog		1898				https://archive.org/details//monumentahistor09laszgoog	la
corpusscriptorum43niebuoft		1828				https://archive.org/details//corpusscriptorum43niebuoft	la
MN40389ucmf_4		1770				https://archive.org/details//MN40389ucmf_4	la
prosopographiai00dessgoog		1897				https://archive.org/details//prosopographiai00dessgoog	la
historiarumquaes01livyuoft		1800				https://archive.org/details//historiarumquaes01livyuoft	la
deregnodivinoli01flecgoog						https://archive.org/details//deregnodivinoli01flecgoog	la
ioalbfabriciibi00fabrgoog		1773				https://archive.org/details//ioalbfabriciibi00fabrgoog	la
ephraemius00maigoog		1840				https://archive.org/details//ephraemius00maigoog	la
leonhardieuleri00eulegoog		1824				https://archive.org/details//leonhardieuleri00eulegoog	la
corpusscriptorum42niebuoft		1828				https://archive.org/details//corpusscriptorum42niebuoft	la
deofficialibusp01bekkgoog		1839				https://archive.org/details//deofficialibusp01bekkgoog	la
carolilinngene01linn		1791				https://archive.org/details//carolilinngene01linn	la
veridicvschristi00davi		1601				https://archive.org/details//veridicvschristi00davi	la
ephraemius00ephrgoog		1840				https://archive.org/details//ephraemius00ephrgoog	la
quaestionesdisp00artigoog		1668				https://archive.org/details//quaestionesdisp00artigoog	la
historiarumlib01livyuoft						https://archive.org/details//historiarumlib01livyuoft	la
pts_epistolae_3720-0638_v2		1888				https://archive.org/details//pts_epistolae_3720-0638_v2	la
tractatusdedeot00frangoog		1869				https://archive.org/details//tractatusdedeot00frangoog	la
catengrcorumpat03cramgoog		1844				https://archive.org/details//catengrcorumpat03cramgoog	la
mvaleriimartial00gilbgoog		1896				https://archive.org/details//mvaleriimartial00gilbgoog	la
epigrammatarecog00martuoft		1902				https://archive.org/details//epigrammatarecog00martuoft	la
devitapythagori00iambgoog		1815				https://archive.org/details//devitapythagori00iambgoog	la
joannislelandia10lelagoog		1770				https://archive.org/details//joannislelandia10lelagoog	la
monumentahistor04laszgoog		1898				https://archive.org/details//monumentahistor04laszgoog	la
commentariusina00knabgoog		1899				https://archive.org/details//commentariusina00knabgoog	la
summaplantarum05vitmgoog		1789				https://archive.org/details//summaplantarum05vitmgoog	la
liberprotocollo00rogegoog		1875				https://archive.org/details//liberprotocollo00rogegoog	la
juraregnicroati00etcgoog		1861				https://archive.org/details//juraregnicroati00etcgoog	la
ilnataledelrede00solagoog		1899				https://archive.org/details//ilnataledelrede00solagoog	la
iglipsiibibliot00lipsgoog		1801				https://archive.org/details//iglipsiibibliot00lipsgoog	la
historiadiploma03fredgoog		1852				https://archive.org/details//historiadiploma03fredgoog	la
lucianisamosate01goog		1790				https://archive.org/details//lucianisamosate01goog	la
diogeorgiirosen06rosegoog						https://archive.org/details//diogeorgiirosen06rosegoog	la
titiliviipatavi00lallgoog		1775				https://archive.org/details//titiliviipatavi00lallgoog	la
cyprianigallipo01hilagoog		1891				https://archive.org/details//cyprianigallipo01hilagoog	la
opusculatheologi00juni		1882				https://archive.org/details//opusculatheologi00juni	la
operagraeceetlat05luciuoft		1789				https://archive.org/details//operagraeceetlat05luciuoft	la
curtiisprengelh01spregoog		1808				https://archive.org/details//curtiisprengelh01spregoog	la
historiarumlibr03livyuoft		1807				https://archive.org/details//historiarumlibr03livyuoft	la
godofrediherman02hermgoog		1827				https://archive.org/details//godofrediherman02hermgoog	la
indexlibrorumpr04unkngoog		1852				https://archive.org/details//indexlibrorumpr04unkngoog	la
theologiadogmat00schwgoog		1858				https://archive.org/details//theologiadogmat00schwgoog	la
evripidistragoe03eurigoog		1871				https://archive.org/details//evripidistragoe03eurigoog	la
institutionesth02wegsgoog		1824				https://archive.org/details//institutionesth02wegsgoog	la
chroniconabbati01marlgoog		1863				https://archive.org/details//chroniconabbati01marlgoog	la
scholiagraeodyss01homeuoft		1855				https://archive.org/details//scholiagraeodyss01homeuoft	la
lannaeisenecaed00senegoog		1886				https://archive.org/details//lannaeisenecaed00senegoog	la
decemregistrace00emlegoog		1881				https://archive.org/details//decemregistrace00emlegoog	la
commentariusind00hummgoog		1901				https://archive.org/details//commentariusind00hummgoog	la
initiaphilosoph06heusgoog		1827				https://archive.org/details//initiaphilosoph06heusgoog	la
ecclesiaeveneta01unkngoog		1749				https://archive.org/details//ecclesiaeveneta01unkngoog	la
joannishedwigsp01schwgoog		1811				https://archive.org/details//joannishedwigsp01schwgoog	la
ioalbfabriciibi01ernegoog		1773				https://archive.org/details//ioalbfabriciibi01ernegoog	la
historiarumquaes03livyuoft		1800				https://archive.org/details//historiarumquaes03livyuoft	la
bibliothecarhet01jaygoog		1809				https://archive.org/details//bibliothecarhet01jaygoog	la
pcorneliitaciti00wexgoog		1859				https://archive.org/details//pcorneliitaciti00wexgoog	la
lucianisamosate02goog		1790				https://archive.org/details//lucianisamosate02goog	la
chronicondominiw02hemiuoft						https://archive.org/details//chronicondominiw02hemiuoft	la
deregnodivinoli00flecgoog		1829				https://archive.org/details//deregnodivinoli00flecgoog	la
operagraeceetlat09luciuoft		1789				https://archive.org/details//operagraeceetlat09luciuoft	la
canonesapostolo00brungoog		1839				https://archive.org/details//canonesapostolo00brungoog	la
theoriamotvscor00eulegoog		1790				https://archive.org/details//theoriamotvscor00eulegoog	la
deofficialibusp00bekkgoog		1839				https://archive.org/details//deofficialibusp00bekkgoog	la
ioanneslydus01lydugoog		1837				https://archive.org/details//ioanneslydus01lydugoog	la
historiarumquaes04livyuoft		1800				https://archive.org/details//historiarumquaes04livyuoft	la
principiorumcal00conggoog		1795				https://archive.org/details//principiorumcal00conggoog	la
corpusiurisgerm02visigoog		1824				https://archive.org/details//corpusiurisgerm02visigoog	la
florawirceburgen02hell						https://archive.org/details//florawirceburgen02hell	la
praelectionesju00angegoog		1880				https://archive.org/details//praelectionesju00angegoog	la
cataloguscoleopt10gemm						https://archive.org/details//cataloguscoleopt10gemm	la
johfridstapferi01stapgoog		1757				https://archive.org/details//johfridstapferi01stapgoog	la
studiacallimach00kuipgoog		1896				https://archive.org/details//studiacallimach00kuipgoog	la
actaacademiaesci80impe		1777				https://archive.org/details//actaacademiaesci80impe	la
quaestionumcrit02bredgoog		1846				https://archive.org/details//quaestionumcrit02bredgoog	la
magyarhistorija00bpgoog						https://archive.org/details//magyarhistorija00bpgoog	la
methodusmedicam02goog		1558				https://archive.org/details//methodusmedicam02goog	la
iordanisromanae00mommgoog		1882				https://archive.org/details//iordanisromanae00mommgoog	la
demosthenisetsc09ulpigoog		1828				https://archive.org/details//demosthenisetsc09ulpigoog	la
synopsisconifera1847endl		1847				https://archive.org/details//synopsisconifera1847endl	la
euripidisfabulae02euriuoft		1898				https://archive.org/details//euripidisfabulae02euriuoft	la
hymnodiahispani00argoog		1786				https://archive.org/details//hymnodiahispani00argoog	la
memorialsofchurc01fowl		1882				https://archive.org/details//memorialsofchurc01fowl	la
ivrisprvdentiae00kbgoog		1908				https://archive.org/details//ivrisprvdentiae00kbgoog	la
tliviipatavinihi0302livy		1768				https://archive.org/details//tliviipatavinihi0302livy	la
cartularemonast00monagoog		1859				https://archive.org/details//cartularemonast00monagoog	la
emendationesins00unkngoog		1790				https://archive.org/details//emendationesins00unkngoog	la
substancebeingin02garvuoft		1951				https://archive.org/details//substancebeingin02garvuoft	la
institutiograec00irongoog		1816				https://archive.org/details//institutiograec00irongoog	la
descholaquaeale00guergoog		1824				https://archive.org/details//descholaquaeale00guergoog	la
floraviiprovinc00biblgoog		1781				https://archive.org/details//floraviiprovinc00biblgoog	la
handbuchmerkwrd01raumgoog		1813				https://archive.org/details//handbuchmerkwrd01raumgoog	la
memoriagraecahe00crgoog		1903				https://archive.org/details//memoriagraecahe00crgoog	la
hexaglottongemi01weitgoog		1776				https://archive.org/details//hexaglottongemi01weitgoog	la
operagraeceetlat04luciuoft		1789				https://archive.org/details//operagraeceetlat04luciuoft	la
dissertationesa00epicgoog		1898				https://archive.org/details//dissertationesa00epicgoog	la
ioalbfabriciibi02ernegoog		1773				https://archive.org/details//ioalbfabriciibi02ernegoog	la
commentariiacade13impe		1726				https://archive.org/details//commentariiacade13impe	la
philologushebra00aveegoog		1699				https://archive.org/details//philologushebra00aveegoog	la
corpusscriptorum12niebuoft		1828				https://archive.org/details//corpusscriptorum12niebuoft	la
operaomniaunacu00siscgoog		1766				https://archive.org/details//operaomniaunacu00siscgoog	la
hyperidisoratio01blasgoog		1869				https://archive.org/details//hyperidisoratio01blasgoog	la
supplementumari00arisgoog		1893				https://archive.org/details//supplementumari00arisgoog	la
introductioinhi00gerdgoog		1744				https://archive.org/details//introductioinhi00gerdgoog	la
euripidesrestit02hartgoog		1843				https://archive.org/details//euripidesrestit02hartgoog	la
thesaurushymnol02danigoog		1844				https://archive.org/details//thesaurushymnol02danigoog	la
epicvreaedidithe00epicuoft		1887				https://archive.org/details//epicvreaedidithe00epicuoft	la
operagraeceetlat08luciuoft		1789				https://archive.org/details//operagraeceetlat08luciuoft	la
opusculavariiar00wyttgoog		1821				https://archive.org/details//opusculavariiar00wyttgoog	la
horapollinisnil00horagoog		1835				https://archive.org/details//horapollinisnil00horagoog	la
historiarumquaes02livyuoft		1800				https://archive.org/details//historiarumquaes02livyuoft	la
hermannivenemai04venegoog		1783				https://archive.org/details//hermannivenemai04venegoog	la
ciuliicaesarisc00hoffgoog		1890				https://archive.org/details//ciuliicaesarisc00hoffgoog	la
carolilinnisy00linn		1748				https://archive.org/details//carolilinnisy00linn	la
operaomniasanct00librgoog		1785				https://archive.org/details//operaomniasanct00librgoog	la
historiarumlibr02livyuoft		1807				https://archive.org/details//historiarumlibr02livyuoft	la
lucianisamosate00bipogoog		1790				https://archive.org/details//lucianisamosate00bipogoog	la
deciijuniijuven02persgoog		1805				https://archive.org/details//deciijuniijuven02persgoog	la
operarecensuitri05libauoft						https://archive.org/details//operarecensuitri05libauoft	la
durhamhousehold00cathgoog		1844				https://archive.org/details//durhamhousehold00cathgoog	la
grammaticacelti00ebelgoog		1868				https://archive.org/details//grammaticacelti00ebelgoog	la
observationesbo00meyegoog		1843				https://archive.org/details//observationesbo00meyegoog	la
operaexrecension06demouoft		1846				https://archive.org/details//operaexrecension06demouoft	la
hortuskewensiss00hillgoog		1769				https://archive.org/details//hortuskewensiss00hillgoog	la
qhoratiiflaccio00stalgoog		1854				https://archive.org/details//qhoratiiflaccio00stalgoog	la
euclidiselement01euclgoog		1738				https://archive.org/details//euclidiselement01euclgoog	la
diogeorgiirosen05rosegoog		1806				https://archive.org/details//diogeorgiirosen05rosegoog	la
titiliviihistor01ussigoog		1862				https://archive.org/details//titiliviihistor01ussigoog	la
florasuecicaenu00wahlgoog		1824				https://archive.org/details//florasuecicaenu00wahlgoog	la
gasparisaloysii00jacqgoog		1765				https://archive.org/details//gasparisaloysii00jacqgoog	la
institutionesad00rosegoog		1818				https://archive.org/details//institutionesad00rosegoog	la
thomhobbesmalme03molegoog		1839				https://archive.org/details//thomhobbesmalme03molegoog	la
catalogusbiblio02denigoog		1799				https://archive.org/details//catalogusbiblio02denigoog	la
commentariusine00hummgoog		1897				https://archive.org/details//commentariusine00hummgoog	la
euclidisoperaom08unkngoog		1883				https://archive.org/details//euclidisoperaom08unkngoog	la
titiliviihistor03ussigoog		1861				https://archive.org/details//titiliviihistor03ussigoog	la
hymenopteraeurop01dahl		1843				https://archive.org/details//hymenopteraeurop01dahl	la
actaacademiaesci81impe		1777				https://archive.org/details//actaacademiaesci81impe	la
lucianisamosate00goog		1789				https://archive.org/details//lucianisamosate00goog	la
floraaegyptiacoa00fors		1775				https://archive.org/details//floraaegyptiacoa00fors	la
analectanovaadh00hegegoog		1903				https://archive.org/details//analectanovaadh00hegegoog	la
nomenclatorento00webegoog		1795				https://archive.org/details//nomenclatorento00webegoog	la
corpusscriptorum01niebuoft		1828				https://archive.org/details//corpusscriptorum01niebuoft	la
deplautisubstan00rassgoog						https://archive.org/details//deplautisubstan00rassgoog	la
vollstndigesamm01mngoog						https://archive.org/details//vollstndigesamm01mngoog	la
ratiostudiorume00duhrgoog		1887				https://archive.org/details//ratiostudiorume00duhrgoog	la
handbuchmerkwrd00raumgoog		1813				https://archive.org/details//handbuchmerkwrd00raumgoog	la
thesaurushymnol03danigoog		1846				https://archive.org/details//thesaurushymnol03danigoog	la
epistolaepaulia01schogoog		1834				https://archive.org/details//epistolaepaulia01schogoog	la
registrumepisto01martgoog		1882				https://archive.org/details//registrumepisto01martgoog	la
conspectusjuris00czirgoog		1851				https://archive.org/details//conspectusjuris00czirgoog	la
systemaplantarum01linn		1785				https://archive.org/details//systemaplantarum01linn	la
tragoediaesuper01eurigoog		1839				https://archive.org/details//tragoediaesuper01eurigoog	la
novicommentariac10impe		1748				https://archive.org/details//novicommentariac10impe	la
tliviipatavinih36unkngoog						https://archive.org/details//tliviipatavinih36unkngoog	la
floraehalensist00spregoog		1806				https://archive.org/details//floraehalensist00spregoog	la
catalogusplanta00unkngoog						https://archive.org/details//catalogusplanta00unkngoog	la
tliviipatavinih00barbgoog		1824				https://archive.org/details//tliviipatavinih00barbgoog	la
joannislelandia14lelagoog		1770				https://archive.org/details//joannislelandia14lelagoog	la
rogeridewendove00coxegoog						https://archive.org/details//rogeridewendove00coxegoog	la
fragmentacomicor01meinuoft		1839				https://archive.org/details//fragmentacomicor01meinuoft	la
antiquitatesjur00schogoog		1838				https://archive.org/details//antiquitatesjur00schogoog	la
commentariidebe00schngoog		1855				https://archive.org/details//commentariidebe00schngoog	la
ciuliicaesarisb04meusgoog		1894				https://archive.org/details//ciuliicaesarisb04meusgoog	la
pugillusplantaru1860lang		1860				https://archive.org/details//pugillusplantaru1860lang	la
isaeiorationesx00isaegoog		1831				https://archive.org/details//isaeiorationesx00isaegoog	la
adodysseameiusq00polagoog		1881				https://archive.org/details//adodysseameiusq00polagoog	la
clucilisaturaru00sueigoog		1872				https://archive.org/details//clucilisaturaru00sueigoog	la
tractatusdejudi01bouigoog		1855				https://archive.org/details//tractatusdejudi01bouigoog	la
adversushaerese00irengoog		1907				https://archive.org/details//adversushaerese00irengoog	la
floraupsaliensi00unkngoog		1820				https://archive.org/details//floraupsaliensi00unkngoog	la
tliviipatavinih10rupegoog		1828				https://archive.org/details//tliviipatavinih10rupegoog	la
desatyricagraec00casagoog		1774				https://archive.org/details//desatyricagraec00casagoog	la
pts_epistolae_3720-0638_v1		1888				https://archive.org/details//pts_epistolae_3720-0638_v1	la
tliviipatavinih01rupegoog		1828				https://archive.org/details//tliviipatavinih01rupegoog	la
ciuliicaesarisb03meusgoog		1894				https://archive.org/details//ciuliicaesarisb03meusgoog	la
bibliothecapatr01permgoog		1841				https://archive.org/details//bibliothecapatr01permgoog	la
florabarbiensis00schogoog		1775				https://archive.org/details//florabarbiensis00schogoog	la
joanniskepleria06frisgoog		1858				https://archive.org/details//joanniskepleria06frisgoog	la
bibliothecarhet00jaygoog		1809				https://archive.org/details//bibliothecarhet00jaygoog	la
enumeratioplant06kuntgoog		1835				https://archive.org/details//enumeratioplant06kuntgoog	la
catulliliber00elligoog		1867				https://archive.org/details//catulliliber00elligoog	la
commentariusgra00unkngoog						https://archive.org/details//commentariusgra00unkngoog	la
cihm_28145		1861				https://archive.org/details//cihm_28145	la
ethruscarumantiq00ingh		1637				https://archive.org/details//ethruscarumantiq00ingh	la
emendationesliv02madvgoog		1860				https://archive.org/details//emendationesliv02madvgoog	la
aglaophamussived02lobeuoft		1829				https://archive.org/details//aglaophamussived02lobeuoft	la
ccorneliitactio01brotgoog		1781				https://archive.org/details//ccorneliitactio01brotgoog	la
scriptoresreiru01gesngoog		1787				https://archive.org/details//scriptoresreiru01gesngoog	la
demosthenisorat05demogoog		1829				https://archive.org/details//demosthenisorat05demogoog	la
catalogussystem00sadgoog		1852				https://archive.org/details//catalogussystem00sadgoog	la
johfridstapferi02stapgoog		1756				https://archive.org/details//johfridstapferi02stapgoog	la
operagraeceetlat07luciuoft		1789				https://archive.org/details//operagraeceetlat07luciuoft	la
registrumepisto00martgoog		1884				https://archive.org/details//registrumepisto00martgoog	la
inscriptionesgr01rosegoog		1825				https://archive.org/details//inscriptionesgr01rosegoog	la
scholiagraecain05dindgoog		1875				https://archive.org/details//scholiagraecain05dindgoog	la
horaceoperateub01horauoft		1864				https://archive.org/details//horaceoperateub01horauoft	la
MN40358ucmf_3		1791				https://archive.org/details//MN40358ucmf_3	la
homericarminaad00baumgoog		1877				https://archive.org/details//homericarminaad00baumgoog	la
diogeorgiirosen07rosegoog						https://archive.org/details//diogeorgiirosen07rosegoog	la
desedibusetcaus00adelgoog		1821				https://archive.org/details//desedibusetcaus00adelgoog	la
cjuliicsariseta00maitgoog						https://archive.org/details//cjuliicsariseta00maitgoog	la
operaexrecension08demouoft		1846				https://archive.org/details//operaexrecension08demouoft	la
fontesrerumaust01kommgoog		1849				https://archive.org/details//fontesrerumaust01kommgoog	la
euripidistragoe00naucgoog		1889				https://archive.org/details//euripidistragoe00naucgoog	la
operaomni00horauoft		1854				https://archive.org/details//operaomni00horauoft	la
sapientaangelic01swedgoog		1899				https://archive.org/details//sapientaangelic01swedgoog	la
operagraeceetlat02luciuoft		1789				https://archive.org/details//operagraeceetlat02luciuoft	la
iurisprudentiae00bremgoog		1896				https://archive.org/details//iurisprudentiae00bremgoog	la
leonhardieuleri02eulegoog		1827				https://archive.org/details//leonhardieuleri02eulegoog	la
elementalingugr00dunbgoog		1814				https://archive.org/details//elementalingugr00dunbgoog	la
analectahymnica33drevuoft		1899-01-01T00:00:00Z				https://archive.org/details//analectahymnica33drevuoft	la
praelectionesju00murrgoog		1880				https://archive.org/details//praelectionesju00murrgoog	la
operaexrecension09demouoft		1846				https://archive.org/details//operaexrecension09demouoft	la
caiusjuliuscsar00unkngoog		1820				https://archive.org/details//caiusjuliuscsar00unkngoog	la
historicorvmrom00petegoog		1906				https://archive.org/details//historicorvmrom00petegoog	la
curtiisprengeli02spregoog		1810				https://archive.org/details//curtiisprengeli02spregoog	la
theologiamorali03densgoog		1832				https://archive.org/details//theologiamorali03densgoog	la
novumnosologiae00swedgoog		1812				https://archive.org/details//novumnosologiae00swedgoog	la
hortusregiusmon00martgoog		1829				https://archive.org/details//hortusregiusmon00martgoog	la
corpusscriptorum02niebuoft		1828				https://archive.org/details//corpusscriptorum02niebuoft	la
thomhobbesmalme08hobbgoog		1839				https://archive.org/details//thomhobbesmalme08hobbgoog	la
scholiagraecainh01homeuoft		1875				https://archive.org/details//scholiagraecainh01homeuoft	la
florentiiwigorn00evergoog						https://archive.org/details//florentiiwigorn00evergoog	la
opusculaacademi04schgoog						https://archive.org/details//opusculaacademi04schgoog	la
pauliadromanose02fritgoog		1836				https://archive.org/details//pauliadromanose02fritgoog	la
historiadiploma05fredgoog		1855				https://archive.org/details//historiadiploma05fredgoog	la
fratrisfelicisf00fabrgoog		1849				https://archive.org/details//fratrisfelicisf00fabrgoog	la
naturalisphilos00cologoog		1772				https://archive.org/details//naturalisphilos00cologoog	la
institutionesph00jacqgoog		1821				https://archive.org/details//institutionesph00jacqgoog	la
theologiadogmat01schwgoog		1851				https://archive.org/details//theologiadogmat01schwgoog	la
tractatusdejudi00goog		1884				https://archive.org/details//tractatusdejudi00goog	la
decontroversiis00schgoog		1869				https://archive.org/details//decontroversiis00schgoog	la
poetarumlatinor01weicgoog		1830				https://archive.org/details//poetarumlatinor01weicgoog	la
antverpiachrist01diergoog		1773				https://archive.org/details//antverpiachrist01diergoog	la
steganometrogra00ukengoog		1751				https://archive.org/details//steganometrogra00ukengoog	la
corpusiurisgerm03visigoog		1824				https://archive.org/details//corpusiurisgerm03visigoog	la
demosthenisetsc00amergoog		1828				https://archive.org/details//demosthenisetsc00amergoog	la
indicesgraecita00reisgoog		1828				https://archive.org/details//indicesgraecita00reisgoog	la
conspectusjurisp00czir		1851				https://archive.org/details//conspectusjurisp00czir	la
florianidalhami00dalhgoog		1753				https://archive.org/details//florianidalhami00dalhgoog	la
tliviiaburbecon00livygoog		1868				https://archive.org/details//tliviiaburbecon00livygoog	la
cataloguscoleopt03gemm						https://archive.org/details//cataloguscoleopt03gemm	la
libercartarump6900edinuoft						https://archive.org/details//libercartarump6900edinuoft	la
fratrisfelicisf02fabrgoog		1843				https://archive.org/details//fratrisfelicisf02fabrgoog	la
historiarumroman01livyuoft						https://archive.org/details//historiarumroman01livyuoft	la
historiaeecclesi00euseuoft		1852				https://archive.org/details//historiaeecclesi00euseuoft	la
medullatheologi01abelgoog		1859				https://archive.org/details//medullatheologi01abelgoog	la
fragmenta00hesigoog		1840				https://archive.org/details//fragmenta00hesigoog	la
hermannivenemac01venegoog		1765				https://archive.org/details//hermannivenemac01venegoog	la
floracochinchine02lour		1790				https://archive.org/details//floracochinchine02lour	la
adversariahesyc00peargoog		1844				https://archive.org/details//adversariahesyc00peargoog	la
historiarumlibri13livyuoft						https://archive.org/details//historiarumlibri13livyuoft	la
indexlysiacus00holmgoog		1895				https://archive.org/details//indexlysiacus00holmgoog	la
carmina03goetgoog		1831				https://archive.org/details//carmina03goetgoog	la
prodromusmonume01hessgoog		1781				https://archive.org/details//prodromusmonume01hessgoog	la
orbisphaethonsiv03drex		1629				https://archive.org/details//orbisphaethonsiv03drex	la
systemaplantarum02linn		1785				https://archive.org/details//systemaplantarum02linn	la
carolialinnsyst01unkngoog		1772				https://archive.org/details//carolialinnsyst01unkngoog	la
mycologiafennicapt34kars						https://archive.org/details//mycologiafennicapt34kars	la
bibliothecarius00hottgoog						https://archive.org/details//bibliothecarius00hottgoog	la
lucifericalarit00lucigoog		1886				https://archive.org/details//lucifericalarit00lucigoog	la
herodotihistori01steigoog		1869				https://archive.org/details//herodotihistori01steigoog	la
floracochinchin01lourgoog		1790				https://archive.org/details//floracochinchin01lourgoog	la
eclogaepoetarum02orelgoog		1833				https://archive.org/details//eclogaepoetarum02orelgoog	la
prodromusmonume00hessgoog		1781				https://archive.org/details//prodromusmonume00hessgoog	la
historiadiploma02fredgoog		1857				https://archive.org/details//historiadiploma02fredgoog	la
epitomedoctrina00harmgoog		1852				https://archive.org/details//epitomedoctrina00harmgoog	la
schedulaecritic00wallgoog		1822				https://archive.org/details//schedulaecritic00wallgoog	la
animadversionvm03reisgoog		1761				https://archive.org/details//animadversionvm03reisgoog	la
gvalericatvllil00schwgoog		1862				https://archive.org/details//gvalericatvllil00schwgoog	la
analectahymnica40drevuoft		1902-01-01T00:00:00Z				https://archive.org/details//analectahymnica40drevuoft	la
polyaenistrateg00polygoog		1860				https://archive.org/details//polyaenistrateg00polygoog	la
meletemataedisc00creugoog		1817				https://archive.org/details//meletemataedisc00creugoog	la
p2bibliothecahisto02dioduoft		1828				https://archive.org/details//p2bibliothecahisto02dioduoft	la
animadversionvm02reisgoog		1759				https://archive.org/details//animadversionvm02reisgoog	la
qustionesdeprim00koppgoog		1826				https://archive.org/details//qustionesdeprim00koppgoog	la
antiquissimusqu00rettgoog		1836				https://archive.org/details//antiquissimusqu00rettgoog	la
desedibusetcaus02adelgoog		1823				https://archive.org/details//desedibusetcaus02adelgoog	la
fabulaeaesopiaec00desbuoft		1769				https://archive.org/details//fabulaeaesopiaec00desbuoft	la
florabritannica00romegoog		1800				https://archive.org/details//florabritannica00romegoog	la
assertionestheo00socigoog		1618				https://archive.org/details//assertionestheo00socigoog	la
catengrcorumpat02cramgoog		1844				https://archive.org/details//catengrcorumpat02cramgoog	la
johannisclauber00claugoog						https://archive.org/details//johannisclauber00claugoog	la
